2030102,1.1
2030105,1.2
2030111,1.3
2030118,1.4
2030125,1.5
2030201,1.6
2030202,1.7
2030208,1.8
2030210,1.9
2030211,1.10
2030212,1.11
2030213,1.12
2030217,1.13
2030300,1.14
2030304,1.15
2030305,1.16
2030306,1.17
2030308,1.18
2030309,1.19
2030312,1.20
2030313,1.21
2030316,1.22
2030317,1.23
2030318,1.24
2030500,1.25
2030502,1.26
2030504,1.27
2030505,1.28
2030506,1.29
2030507,1.30
2030509,1.31
2030510,1.32
2030511,1.33
2030514,1.34
2030515,1.35
2030516,1.36
2030517,1.37
2030519,1.38
2030521,1.39
2040101,1.40
2040104,1.41
2040106,1.42
2040108,1.43
2040110,1.44
2040111,1.45
2040114,1.46
2040115,1.47
2040116,1.48
2040201,1.49
2040202,1.50
2040203,1.51
2040205,1.52
2040206,1.53
2040207,1.54
2040208,1.55
2040209,1.56
2040210,1.57
2040214,1.58
2040215,1.59
2040219,1.60
2040301,1.61
2040303,1.62
2040306,1.63
2040307,1.64
2040310,1.65
2040315,1.66
2040401,1.67
2040402,1.68
2040403,1.69
2040404,1.70
2040405,1.71
2040416,1.72
2040422,1.73
2040426,1.74
2040501,1.75
2040502,1.76
2040503,1.77
2040504,1.78
2040505,1.79
2040506,1.80
2040507,1.81
2040508,1.82
2060111,1.83
2070101,1.84
2070102,1.85
2070104,1.86
2070106,1.87
2070108,1.88
2070110,1.89
2070111,1.90
2070112,1.91
2070114,1.92
2070115,1.93
2070119,1.94
2070120,1.95
2070122,1.96
2070201,1.97
2070202,1.98
2070203,1.99
2070205,1.100
2070208,1.101
2070209,1.102
2070210,1.103
2070211,1.104
2070212,1.105
2070213,1.106
2070214,1.107
2070216,1.108
2070219,1.109
2070220,1.110
2070221,1.111
2070222,1.112
2070223,1.113
2070301,1.114
2070305,1.115
2070307,1.116
2070314,1.117
2070316,1.118
2070318,1.119
2070320,1.120
2070322,1.121
2070328,1.122
2070330,1.123
2070332,1.124
2070334,1.125
2070338,1.126
2070340,1.127
2070402,1.128
2070403,1.129
2070404,1.130
2070406,1.131
2070407,1.132
2070413,1.133
2070416,1.134
2070417,1.135
2070418,1.136
2070422,1.137
2070424,1.138
2070501,1.139
2070502,1.140
2070505,1.141
2070512,1.142
2080201,1.143
2080202,1.144
2080203,1.145
2080205,1.146
2080209,1.147
2080210,1.148
2080214,1.149
2080217,1.150
2080220,1.151
2080301,1.152
2080303,1.153
2080305,1.154
2080308,1.155
2080310,1.156
2080312,1.157
2080322,1.158
2080402,1.159
2080406,1.160
2080408,1.161
2080409,1.162
2080410,1.163
2080412,1.164
2080414,1.165
2080422,1.166
2080604,1.167
2080605,1.168
2080606,1.169
2080608,1.170
2080609,1.171
2080610,1.172
2080611,1.173
2080612,1.174
2080613,1.175
2080616,1.176
2080622,1.177
2080801,1.178
2080803,1.179
2080804,1.180
2080805,1.181
2080806,1.182
2080807,1.183
2080808,1.184
2080810,1.185
2080811,1.186
2080812,1.187
2080816,1.188
2080818,1.189
2080820,1.190
2080824,1.191
2080901,1.192
2080902,1.193
2080903,1.194
2080904,1.195
2080905,1.196
2080906,1.197
2080907,1.198
2080909,1.199
2080911,1.200
2080912,1.201
2080914,1.202
2080917,1.203
2080919,1.204
2110101,1.205
2110102,1.206
2110105,1.207
2110106,1.208
2110107,1.209
2110110,1.210
2110112,1.211
2110115,1.212
2110118,1.213
2110119,1.214
2110122,1.215
2110126,1.216
2110201,1.217
2110202,1.218
2110207,1.219
2110208,1.220
2110209,1.221
2110210,1.222
2110212,1.223
2110213,1.224
2110216,1.225
2110218,1.226
2110219,1.227
2110220,1.228
2110223,1.229
2110225,1.230
2110301,1.231
2110303,1.232
2110306,1.233
2110307,1.234
2110309,1.235
2110311,1.236
2110312,1.237
2110313,1.238
2110314,1.239
2110315,1.240
2110316,1.241
2110317,1.242
2110318,1.243
2110320,1.244
2110322,1.245
2110326,1.246
2110401,1.247
2110402,1.248
2110404,1.249
2110405,1.250
2110406,1.251
2110409,1.252
2110410,1.253
2110411,1.254
2110412,1.255
2110413,1.256
2110414,1.257
2110415,1.258
2110416,1.259
2110417,1.260
2110419,1.261
2110426,1.262
2110428,1.263
3030105,1.264
3030106,1.265
3030110,1.266
3030112,1.267
3030117,1.268
3030118,1.269
3030123,1.270
3030125,1.271
3040105,1.272
3040109,1.273
3040110,1.274
3040111,1.275
3040117,1.276
3070100,1.277
3070103,1.278
3080111,1.279
3080112,1.280
3110100,1.281
3110101,1.282
3110102,1.283
3110103,1.284
3110104,1.285
3110105,1.286
2010101,1.238
2010102,1.77
2010104,1.197
2010106,1.212
2010107,1.3
2010108,1.20
2010110,1.152
2010111,1.276
2010112,1.261
2010113,1.84
2010114,1.209
2010115,1.93
2010116,1.83
2010117,1.30
2010119,1.203
2010120,1.45
2010121,1.185
2010301,1.214
2010302,1.242
2010303,1.190
2010304,1.63
2010305,1.202
2010307,1.219
2010308,1.13
2010310,1.92
2010312,1.191
2010315,1.71
2010316,1.263
2010318,1.228
2010325,1.28
2010327,1.157
2020101,1.109
2020103,1.248
2020104,1.205
2020106,1.61
2020111,1.69
2020118,1.246
2020201,1.2
2020202,1.62
2020203,1.94
2020204,1.103
2020205,1.259
2020206,1.269
2020207,1.76
2020209,1.114
2020210,1.177
2020212,1.46
2020213,1.127
2020218,1.95
2020301,1.189
2020302,1.176
2020304,1.229
2020305,1.225
2020306,1.180
2020309,1.154
2020310,1.282
2020311,1.73
2020319,1.166
2020401,1.49
2020402,1.188
2020403,1.221
2020404,1.132
2020405,1.286
2020406,1.218
2020407,1.232
2020409,1.135
2020410,1.233
2020411,1.144
2020413,1.255
2020414,1.237
2020415,1.115
2030120,1.213
2060100,1.169
2060103,1.256
2060105,1.199
2060106,1.7
2060107,1.274
2060108,1.171
2060109,1.50
2060110,1.66
2060112,NA
2060113,1.227
